"No.","Time","Source","Destination","Protocol","Length","Info"
"815","12.410536","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x000008b8 "
"816","12.410566","2.2.2","host","USB","27","URB_BULK out"
"817","12.410568","host","2.2.1","USB","27","URB_BULK in"
"818","12.416672","2.2.1","host","USBMS","4123",""
"819","12.416675","host","2.2.1","USB","27","URB_BULK in"
"820","12.416749","2.2.1","host","USBMS","40",""
"821","12.416808","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"822","12.416829","2.2.2","host","USB","27","URB_BULK out"
"823","12.416830","host","2.2.1","USB","27","URB_BULK in"
"824","12.421972","2.2.1","host","USBMS","79",""
"825","12.421973","host","2.2.1","USB","27","URB_BULK in"
"826","12.422024","2.2.1","host","USB","27","URB_BULK in"
"827","12.422037","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"828","12.422340","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"829","12.422343","host","2.2.1","USB","27","URB_BULK in"
"830","12.422376","2.2.1","host","USBMS","40",""
"831","12.422956","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"832","12.422977","2.2.2","host","USB","27","URB_BULK out"
"833","12.422979","host","2.2.1","USB","27","URB_BULK in"
"834","12.423144","2.2.1","host","USBMS","35",""
"835","12.423146","host","2.2.1","USB","27","URB_BULK in"
"836","12.423191","2.2.1","host","USBMS","40",""
"837","12.423216","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"838","12.423237","2.2.2","host","USB","27","URB_BULK out"
"839","12.423238","host","2.2.1","USB","27","URB_BULK in"
"840","12.424225","2.2.1","host","USBMS","539",""
"841","12.424227","host","2.2.1","USB","27","URB_BULK in"
"842","12.424273","2.2.1","host","USBMS","40",""
"843","12.424381","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"844","12.424404","2.2.2","host","USB","27","URB_BULK out"
"845","12.424405","host","2.2.1","USB","27","URB_BULK in"
"846","12.429211","2.2.1","host","USBMS","79",""
"847","12.429212","host","2.2.1","USB","27","URB_BULK in"
"848","12.429261","2.2.1","host","USB","27","URB_BULK in"
"849","12.429273","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"850","12.429457","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"851","12.429460","host","2.2.1","USB","27","URB_BULK in"
"852","12.429495","2.2.1","host","USBMS","40",""
"853","12.429774","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x0000d4c0 "
"854","12.429797","2.2.2","host","USB","27","URB_BULK out"
"855","12.429798","host","2.2.1","USB","27","URB_BULK in"
"856","12.431135","2.2.1","host","USBMS","4123",""
"857","12.431136","host","2.2.1","USB","27","URB_BULK in"
"858","12.431203","2.2.1","host","USBMS","40",""
"859","12.435010","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x0000d500 "
"860","12.435184","2.2.2","host","USB","27","URB_BULK out"
"861","12.435185","host","2.2.1","USB","27","URB_BULK in"
"862","12.437120","2.2.1","host","USBMS","539",""
"863","12.437121","host","2.2.1","USB","27","URB_BULK in"
"864","12.437153","2.2.1","host","USBMS","40",""
"865","12.437157","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"866","12.437179","2.2.2","host","USB","27","URB_BULK out"
"867","12.437180","host","2.2.1","USB","27","URB_BULK in"
"868","12.442442","2.2.1","host","USBMS","40",""
"869","12.442446","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"870","12.442487","2.2.2","host","USB","27","URB_BULK out"
"871","12.442488","host","2.2.1","USB","27","URB_BULK in"
"872","12.442624","2.2.1","host","USBMS","40",""
"873","12.442628","host","2.2.2","USBMS","58","SCSI Write(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x0000d4c0 "
"874","12.442674","2.2.2","host","USB","27","URB_BULK out"
"875","12.442675","host","2.2.2","USBMS","4123",""
"876","12.442827","2.2.2","host","USB","27","URB_BULK out"
"877","12.442828","host","2.2.1","USB","27","URB_BULK in"
"878","12.459631","2.4.2","host","USB","36","URB_INTERRUPT in"
"879","12.459649","host","2.4.2","USB","27","URB_INTERRUPT in"
"880","12.631632","2.4.2","host","USB","36","URB_INTERRUPT in"
"881","12.631670","host","2.4.2","USB","27","URB_INTERRUPT in"
"882","12.639630","2.4.2","host","USB","36","URB_INTERRUPT in"
"883","12.639654","host","2.4.2","USB","27","URB_INTERRUPT in"
"884","12.646628","2.4.2","host","USB","36","URB_INTERRUPT in"
"885","12.646647","host","2.4.2","USB","27","URB_INTERRUPT in"
"886","12.654623","2.4.2","host","USB","36","URB_INTERRUPT in"
"887","12.654642","host","2.4.2","USB","27","URB_INTERRUPT in"
"888","12.661626","2.4.2","host","USB","36","URB_INTERRUPT in"
"889","12.661644","host","2.4.2","USB","27","URB_INTERRUPT in"
"890","12.669622","2.4.2","host","USB","36","URB_INTERRUPT in"
"891","12.669641","host","2.4.2","USB","27","URB_INTERRUPT in"
"892","12.676626","2.4.2","host","USB","36","URB_INTERRUPT in"
"893","12.676645","host","2.4.2","USB","27","URB_INTERRUPT in"
"894","12.684625","2.4.2","host","USB","36","URB_INTERRUPT in"
"895","12.684643","host","2.4.2","USB","27","URB_INTERRUPT in"
"896","12.691626","2.4.2","host","USB","36","URB_INTERRUPT in"
"897","12.691743","host","2.4.2","USB","27","URB_INTERRUPT in"
"898","12.699629","2.4.2","host","USB","36","URB_INTERRUPT in"
"899","12.699648","host","2.4.2","USB","27","URB_INTERRUPT in"
"900","12.706625","2.4.2","host","USB","36","URB_INTERRUPT in"
"901","12.706645","host","2.4.2","USB","27","URB_INTERRUPT in"
"902","12.714623","2.4.2","host","USB","36","URB_INTERRUPT in"
"903","12.714642","host","2.4.2","USB","27","URB_INTERRUPT in"
"904","12.721625","2.4.2","host","USB","36","URB_INTERRUPT in"
"905","12.721644","host","2.4.2","USB","27","URB_INTERRUPT in"
"906","12.726956","2.2.1","host","USBMS","40",""
"907","12.727781","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x0000d540 "
"908","12.727823","2.2.2","host","USB","27","URB_BULK out"
"909","12.727825","host","2.2.1","USB","27","URB_BULK in"
"910","12.728891","2.2.1","host","USBMS","539",""
"911","12.728902","host","2.2.1","USB","27","URB_BULK in"
"912","12.728941","2.2.1","host","USBMS","40",""
"913","12.729041","host","2.2.2","USBMS","58","SCSI Write(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x0000d4c0 "
"914","12.729062","2.2.2","host","USB","27","URB_BULK out"
"915","12.729063","host","2.2.2","USBMS","4123",""
"916","12.729230","2.2.2","host","USB","27","URB_BULK out"
"917","12.729231","host","2.2.1","USB","27","URB_BULK in"
"918","12.729635","2.4.2","host","USB","36","URB_INTERRUPT in"
"919","12.729646","host","2.4.2","USB","27","URB_INTERRUPT in"
"920","12.735681","2.2.1","host","USBMS","40",""
"921","12.736623","2.4.2","host","USB","36","URB_INTERRUPT in"
"922","12.736639","host","2.4.2","USB","27","URB_INTERRUPT in"
"923","12.736976","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00008980 "
"924","12.736999","2.2.2","host","USB","27","URB_BULK out"
"925","12.737001","host","2.2.1","USB","27","URB_BULK in"
"926","12.738028","2.2.1","host","USBMS","539",""
"927","12.738030","host","2.2.1","USB","27","URB_BULK in"
"928","12.738072","2.2.1","host","USBMS","40",""
"929","12.738076","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"930","12.738091","2.2.2","host","USB","27","URB_BULK out"
"931","12.738092","host","2.2.1","USB","27","URB_BULK in"
"932","12.743590","2.2.1","host","USBMS","79",""
"933","12.743592","host","2.2.1","USB","27","URB_BULK in"
"934","12.743640","2.2.1","host","USB","27","URB_BULK in"
"935","12.743655","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"936","12.743958","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"937","12.743961","host","2.2.1","USB","27","URB_BULK in"
"938","12.743993","2.2.1","host","USBMS","40",""
"939","12.743998","host","2.2.2","USBMS","58","SCSI Write(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001080 "
"940","12.744018","2.2.2","host","USB","27","URB_BULK out"
"941","12.744019","host","2.2.2","USBMS","4123",""
"942","12.744213","2.2.2","host","USB","27","URB_BULK out"
"943","12.744214","host","2.2.1","USB","27","URB_BULK in"
"944","12.744623","2.4.2","host","USB","36","URB_INTERRUPT in"
"945","12.744637","host","2.4.2","USB","27","URB_INTERRUPT in"
"946","12.745749","2.2.1","host","USBMS","40",""
"947","12.745752","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"948","12.745767","2.2.2","host","USB","27","URB_BULK out"
"949","12.745768","host","2.2.1","USB","27","URB_BULK in"
"950","12.745958","2.2.1","host","USBMS","79",""
"951","12.745959","host","2.2.1","USB","27","URB_BULK in"
"952","12.746010","2.2.1","host","USB","27","URB_BULK in"
"953","12.746017","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"954","12.746200","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"955","12.746202","host","2.2.1","USB","27","URB_BULK in"
"956","12.746222","2.2.1","host","USBMS","40",""
"957","12.746226","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"958","12.746243","2.2.2","host","USB","27","URB_BULK out"
"959","12.746244","host","2.2.1","USB","27","URB_BULK in"
"960","12.746412","2.2.1","host","USBMS","40",""
"961","12.746846","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"962","12.746869","2.2.2","host","USB","27","URB_BULK out"
"963","12.746870","host","2.2.1","USB","27","URB_BULK in"
"964","12.747002","2.2.1","host","USBMS","79",""
"965","12.747003","host","2.2.1","USB","27","URB_BULK in"
"966","12.747057","2.2.1","host","USB","27","URB_BULK in"
"967","12.747068","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"968","12.747331","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"969","12.747334","host","2.2.1","USB","27","URB_BULK in"
"970","12.747371","2.2.1","host","USBMS","40",""
"971","12.747375","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008b8 "
"972","12.747394","2.2.2","host","USB","27","URB_BULK out"
"973","12.747395","host","2.2.1","USB","27","URB_BULK in"
"974","12.749293","2.2.1","host","USBMS","8219",""
"975","12.749295","host","2.2.1","USB","27","URB_BULK in"
"976","12.749372","2.2.1","host","USBMS","40",""
"977","12.749375","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"978","12.749391","2.2.2","host","USB","27","URB_BULK out"
"979","12.749392","host","2.2.1","USB","27","URB_BULK in"
"980","12.751623","2.4.2","host","USB","36","URB_INTERRUPT in"
"981","12.751637","host","2.4.2","USB","27","URB_INTERRUPT in"
"982","12.754541","2.2.1","host","USBMS","79",""
"983","12.754542","host","2.2.1","USB","27","URB_BULK in"
"984","12.754591","2.2.1","host","USB","27","URB_BULK in"
"985","12.754600","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"986","12.754821","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"987","12.754823","host","2.2.1","USB","27","URB_BULK in"
"988","12.754838","2.2.1","host","USBMS","40",""
"989","12.755812","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"990","12.755835","2.2.2","host","USB","27","URB_BULK out"
"991","12.755837","host","2.2.1","USB","27","URB_BULK in"
"992","12.755991","2.2.1","host","USBMS","79",""
"993","12.755993","host","2.2.1","USB","27","URB_BULK in"
"994","12.756050","2.2.1","host","USB","27","URB_BULK in"
"995","12.756062","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"996","12.756328","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"997","12.756330","host","2.2.1","USB","27","URB_BULK in"
"998","12.756369","2.2.1","host","USBMS","40",""
"999","12.756919","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"1000","12.756942","2.2.2","host","USB","27","URB_BULK out"
"1001","12.756944","host","2.2.1","USB","27","URB_BULK in"
"1002","12.757075","2.2.1","host","USBMS","79",""
"1003","12.757077","host","2.2.1","USB","27","URB_BULK in"
"1004","12.757128","2.2.1","host","USB","27","URB_BULK in"
"1005","12.757140","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"1006","12.757320","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"1007","12.757323","host","2.2.1","USB","27","URB_BULK in"
"1008","12.757341","2.2.1","host","USBMS","40",""
"1009","12.759626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1010","12.759642","host","2.4.2","USB","27","URB_INTERRUPT in"
"1011","12.761588","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001900 "
"1012","12.761610","2.2.2","host","USB","27","URB_BULK out"
"1013","12.761612","host","2.2.1","USB","27","URB_BULK in"
"1014","12.762967","2.2.1","host","USBMS","4123",""
"1015","12.762969","host","2.2.1","USB","27","URB_BULK in"
"1016","12.763026","2.2.1","host","USBMS","40",""
"1017","12.766625","2.4.2","host","USB","36","URB_INTERRUPT in"
"1018","12.766635","host","2.4.2","USB","27","URB_INTERRUPT in"
"1019","12.774623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1020","12.774633","host","2.4.2","USB","27","URB_INTERRUPT in"
"1021","12.781632","2.4.2","host","USB","36","URB_INTERRUPT in"
"1022","12.781649","host","2.4.2","USB","27","URB_INTERRUPT in"
"1023","12.789622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1024","12.789633","host","2.4.2","USB","27","URB_INTERRUPT in"
"1025","12.796626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1026","12.796638","host","2.4.2","USB","27","URB_INTERRUPT in"
"1027","12.804624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1028","12.804635","host","2.4.2","USB","27","URB_INTERRUPT in"
"1029","12.811626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1030","12.811638","host","2.4.2","USB","27","URB_INTERRUPT in"
"1031","12.819624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1032","12.819635","host","2.4.2","USB","27","URB_INTERRUPT in"
"1033","12.826629","2.4.2","host","USB","36","URB_INTERRUPT in"
"1034","12.826641","host","2.4.2","USB","27","URB_INTERRUPT in"
"1035","12.834625","2.4.2","host","USB","36","URB_INTERRUPT in"
"1036","12.834637","host","2.4.2","USB","27","URB_INTERRUPT in"
"1037","12.841625","2.4.2","host","USB","36","URB_INTERRUPT in"
"1038","12.841634","host","2.4.2","USB","27","URB_INTERRUPT in"
"1039","12.849627","2.4.2","host","USB","36","URB_INTERRUPT in"
"1040","12.849649","host","2.4.2","USB","27","URB_INTERRUPT in"
"1041","12.856626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1042","12.856652","host","2.4.2","USB","27","URB_INTERRUPT in"
"1043","12.864626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1044","12.864654","host","2.4.2","USB","27","URB_INTERRUPT in"
"1045","12.871627","2.4.2","host","USB","36","URB_INTERRUPT in"
"1046","12.871652","host","2.4.2","USB","27","URB_INTERRUPT in"
"1047","12.879623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1048","12.879644","host","2.4.2","USB","27","URB_INTERRUPT in"
"1049","12.886623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1050","12.886643","host","2.4.2","USB","27","URB_INTERRUPT in"
"1051","12.894625","2.4.2","host","USB","36","URB_INTERRUPT in"
"1052","12.894653","host","2.4.2","USB","27","URB_INTERRUPT in"
"1053","12.901627","2.4.2","host","USB","36","URB_INTERRUPT in"
"1054","12.901651","host","2.4.2","USB","27","URB_INTERRUPT in"
"1055","12.909626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1056","12.909655","host","2.4.2","USB","27","URB_INTERRUPT in"
"1057","12.916622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1058","12.916646","host","2.4.2","USB","27","URB_INTERRUPT in"
"1059","12.924814","2.4.2","host","USB","36","URB_INTERRUPT in"
"1060","12.924835","host","2.4.2","USB","27","URB_INTERRUPT in"
"1061","12.931620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1062","12.931646","host","2.4.2","USB","27","URB_INTERRUPT in"
"1063","12.939620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1064","12.939642","host","2.4.2","USB","27","URB_INTERRUPT in"
"1065","12.946621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1066","12.946643","host","2.4.2","USB","27","URB_INTERRUPT in"
"1067","12.954621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1068","12.954645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1069","12.961623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1070","12.961649","host","2.4.2","USB","27","URB_INTERRUPT in"
"1071","12.969622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1072","12.969648","host","2.4.2","USB","27","URB_INTERRUPT in"
"1073","12.976624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1074","12.976650","host","2.4.2","USB","27","URB_INTERRUPT in"
"1075","12.984624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1076","12.984645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1077","12.991620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1078","12.991757","host","2.4.2","USB","27","URB_INTERRUPT in"
"1079","12.999625","2.4.2","host","USB","36","URB_INTERRUPT in"
"1080","12.999654","host","2.4.2","USB","27","URB_INTERRUPT in"
"1081","13.006624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1082","13.006646","host","2.4.2","USB","27","URB_INTERRUPT in"
"1083","13.014655","2.4.2","host","USB","36","URB_INTERRUPT in"
"1084","13.014684","host","2.4.2","USB","27","URB_INTERRUPT in"
"1085","13.021620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1086","13.021643","host","2.4.2","USB","27","URB_INTERRUPT in"
"1087","13.029623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1088","13.029647","host","2.4.2","USB","27","URB_INTERRUPT in"
"1089","13.036620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1090","13.036640","host","2.4.2","USB","27","URB_INTERRUPT in"
"1091","13.044623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1092","13.044653","host","2.4.2","USB","27","URB_INTERRUPT in"
"1093","13.051629","2.4.2","host","USB","36","URB_INTERRUPT in"
"1094","13.051658","host","2.4.2","USB","27","URB_INTERRUPT in"
"1095","13.059623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1096","13.059653","host","2.4.2","USB","27","URB_INTERRUPT in"
"1097","13.066620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1098","13.066643","host","2.4.2","USB","27","URB_INTERRUPT in"
"1099","13.074624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1100","13.074656","host","2.4.2","USB","27","URB_INTERRUPT in"
"1101","13.081628","2.4.2","host","USB","36","URB_INTERRUPT in"
"1102","13.081659","host","2.4.2","USB","27","URB_INTERRUPT in"
"1103","13.089623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1104","13.089648","host","2.4.2","USB","27","URB_INTERRUPT in"
"1105","13.096623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1106","13.096651","host","2.4.2","USB","27","URB_INTERRUPT in"
"1107","13.104619","2.4.2","host","USB","36","URB_INTERRUPT in"
"1108","13.104641","host","2.4.2","USB","27","URB_INTERRUPT in"
"1109","13.111620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1110","13.111641","host","2.4.2","USB","27","URB_INTERRUPT in"
"1111","13.119621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1112","13.119642","host","2.4.2","USB","27","URB_INTERRUPT in"
"1113","13.126621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1114","13.126642","host","2.4.2","USB","27","URB_INTERRUPT in"
"1115","13.134617","2.4.2","host","USB","36","URB_INTERRUPT in"
"1116","13.134635","host","2.4.2","USB","27","URB_INTERRUPT in"
"1117","13.141621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1118","13.141756","host","2.4.2","USB","27","URB_INTERRUPT in"
"1119","13.149627","2.4.2","host","USB","36","URB_INTERRUPT in"
"1120","13.149667","host","2.4.2","USB","27","URB_INTERRUPT in"
"1121","13.156630","2.4.2","host","USB","36","URB_INTERRUPT in"
"1122","13.156674","host","2.4.2","USB","27","URB_INTERRUPT in"
"1123","13.164623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1124","13.164649","host","2.4.2","USB","27","URB_INTERRUPT in"
"1125","13.171627","2.4.2","host","USB","36","URB_INTERRUPT in"
"1126","13.171654","host","2.4.2","USB","27","URB_INTERRUPT in"
"1127","13.179620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1128","13.179650","host","2.4.2","USB","27","URB_INTERRUPT in"
"1129","13.184966","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"1130","13.185006","2.2.2","host","USB","27","URB_BULK out"
"1131","13.185008","host","2.2.1","USB","27","URB_BULK in"
"1132","13.185169","2.2.1","host","USBMS","40",""
"1133","13.186622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1134","13.186645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1135","13.194622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1136","13.194655","host","2.4.2","USB","27","URB_INTERRUPT in"
"1137","13.201622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1138","13.201649","host","2.4.2","USB","27","URB_INTERRUPT in"
"1139","13.209626","2.4.2","host","USB","36","URB_INTERRUPT in"
"1140","13.209651","host","2.4.2","USB","27","URB_INTERRUPT in"
"1141","13.216621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1142","13.216648","host","2.4.2","USB","27","URB_INTERRUPT in"
"1143","13.224632","2.4.2","host","USB","36","URB_INTERRUPT in"
"1144","13.224658","host","2.4.2","USB","27","URB_INTERRUPT in"
"1145","13.231620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1146","13.231645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1147","13.239621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1148","13.239646","host","2.4.2","USB","27","URB_INTERRUPT in"
"1149","13.246620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1150","13.246643","host","2.4.2","USB","27","URB_INTERRUPT in"
"1151","13.254619","2.4.2","host","USB","36","URB_INTERRUPT in"
"1152","13.254647","host","2.4.2","USB","27","URB_INTERRUPT in"
"1153","13.261618","2.4.2","host","USB","36","URB_INTERRUPT in"
"1154","13.261644","host","2.4.2","USB","27","URB_INTERRUPT in"
"1155","13.269622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1156","13.269653","host","2.4.2","USB","27","URB_INTERRUPT in"
"1157","13.276618","2.4.2","host","USB","36","URB_INTERRUPT in"
"1158","13.276645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1159","13.284616","2.4.2","host","USB","36","URB_INTERRUPT in"
"1160","13.284647","host","2.4.2","USB","27","URB_INTERRUPT in"
"1161","13.291617","2.4.2","host","USB","36","URB_INTERRUPT in"
"1162","13.291778","host","2.4.2","USB","27","URB_INTERRUPT in"
"1163","13.299619","2.4.2","host","USB","36","URB_INTERRUPT in"
"1164","13.299647","host","2.4.2","USB","27","URB_INTERRUPT in"
"1165","13.314642","2.4.2","host","USB","36","URB_INTERRUPT in"
"1166","13.314723","host","2.4.2","USB","27","URB_INTERRUPT in"
"1167","13.321628","2.4.2","host","USB","36","URB_INTERRUPT in"
"1168","13.321668","host","2.4.2","USB","27","URB_INTERRUPT in"
"1169","13.329622","2.4.2","host","USB","36","URB_INTERRUPT in"
"1170","13.329657","host","2.4.2","USB","27","URB_INTERRUPT in"
"1171","13.336624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1172","13.336660","host","2.4.2","USB","27","URB_INTERRUPT in"
"1173","13.344629","2.4.2","host","USB","36","URB_INTERRUPT in"
"1174","13.344668","host","2.4.2","USB","27","URB_INTERRUPT in"
"1175","13.351616","2.4.2","host","USB","36","URB_INTERRUPT in"
"1176","13.351648","host","2.4.2","USB","27","URB_INTERRUPT in"
"1177","13.359644","2.4.2","host","USB","36","URB_INTERRUPT in"
"1178","13.359725","host","2.4.2","USB","27","URB_INTERRUPT in"
"1179","13.366623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1180","13.366650","host","2.4.2","USB","27","URB_INTERRUPT in"
"1181","13.374634","2.4.2","host","USB","36","URB_INTERRUPT in"
"1182","13.374692","host","2.4.2","USB","27","URB_INTERRUPT in"
"1183","13.381624","2.4.2","host","USB","36","URB_INTERRUPT in"
"1184","13.381654","host","2.4.2","USB","27","URB_INTERRUPT in"
"1185","13.389620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1186","13.389651","host","2.4.2","USB","27","URB_INTERRUPT in"
"1187","13.396620","2.4.2","host","USB","36","URB_INTERRUPT in"
"1188","13.396641","host","2.4.2","USB","27","URB_INTERRUPT in"
"1189","13.404616","2.4.2","host","USB","36","URB_INTERRUPT in"
"1190","13.404635","host","2.4.2","USB","27","URB_INTERRUPT in"
"1191","13.411621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1192","13.411647","host","2.4.2","USB","27","URB_INTERRUPT in"
"1193","13.419623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1194","13.419653","host","2.4.2","USB","27","URB_INTERRUPT in"
"1195","13.426623","2.4.2","host","USB","36","URB_INTERRUPT in"
"1196","13.426648","host","2.4.2","USB","27","URB_INTERRUPT in"
"1197","13.434614","2.4.2","host","USB","36","URB_INTERRUPT in"
"1198","13.434634","host","2.4.2","USB","27","URB_INTERRUPT in"
"1199","13.441621","2.4.2","host","USB","36","URB_INTERRUPT in"
"1200","13.441799","host","2.4.2","USB","27","URB_INTERRUPT in"
"1201","13.449618","2.4.2","host","USB","36","URB_INTERRUPT in"
"1202","13.449646","host","2.4.2","USB","27","URB_INTERRUPT in"
"1203","13.456615","2.4.2","host","USB","36","URB_INTERRUPT in"
"1204","13.456637","host","2.4.2","USB","27","URB_INTERRUPT in"
"1205","13.464614","2.4.2","host","USB","36","URB_INTERRUPT in"
"1206","13.464639","host","2.4.2","USB","27","URB_INTERRUPT in"
"1207","13.471619","2.4.2","host","USB","36","URB_INTERRUPT in"
"1208","13.471640","host","2.4.2","USB","27","URB_INTERRUPT in"
"1209","13.479619","2.4.2","host","USB","36","URB_INTERRUPT in"
"1210","13.479645","host","2.4.2","USB","27","URB_INTERRUPT in"
"1211","13.486616","2.4.2","host","USB","36","URB_INTERRUPT in"
"1212","13.486642","host","2.4.2","USB","27","URB_INTERRUPT in"
